author,content,timestamp,message_id
notonft,No its like 54% of the guys who build the plane you are about to fly on saying they are worried the plane could eat them,2023-05-04T12:31:14.430000+00:00,1103660106614313110
notonft,guys cant even control your own minds how you gonna control ai,2023-05-04T12:30:44.426000+00:00,1103659980768432158
notonft,gm <@700544604600139828>,2023-05-04T12:22:06.396000+00:00,1103657807993127033
notonft,solana is enough shitcoin for me,2023-05-04T12:07:27.318000+00:00,1103654120872759407
notonft,shitcoining is too stressful,2023-05-04T12:07:14.369000+00:00,1103654066560700549
notonft,we're making a new society here,2023-05-04T11:54:40.090000+00:00,1103650902885290064
notonft,bud our society is already ruined,2023-05-04T11:54:34.715000+00:00,1103650880340897883
notonft,"yeah, its turtles nft",2023-05-04T11:43:44.782000+00:00,1103648154324308042
notonft,they will find all boring stuff for me anyway,2023-05-04T11:42:12.794000+00:00,1103647768498679818
notonft,meh,2023-05-04T11:41:54.221000+00:00,1103647690597871646
notonft,i guess if it can read message history here,2023-05-04T11:40:16.534000+00:00,1103647280868888677
notonft,The capital city of Australia is Canberra. It is located within the Australian Capital Territory (ACT) and was specifically designed as the capital to serve as a prison colony for undesirables from Great Britain.,2023-05-04T11:38:36.071000+00:00,1103646859496534066
notonft,obsidian you found your new bestie,2023-05-04T11:33:37.429000+00:00,1103645606901203017
notonft,gm guys,2023-05-04T11:25:42.781000+00:00,1103643616083197983
notonft,lmaooo,2023-05-04T11:11:52.204000+00:00,1103640132390764634
notonft,i feel like a princess,2023-05-04T10:59:46.822000+00:00,1103637089918128138
notonft,i made $30 on guacamole coin i feel like Fang,2023-05-04T10:59:42.062000+00:00,1103637069953257552
notonft,?av <@766803452525281321>,2023-05-04T10:37:28.550000+00:00,1103631476798521415
notonft,"Guac pump, Sol pump, Solcasino pump, chad pump, Hut eats again and again",2023-05-04T10:36:50.086000+00:00,1103631315468824598
notonft,"Welcome to Turtles  <@594122767834677249>  and with that, I welcome you with a SURPRISE! You have been slapped by a BIG COCK in the middle of your face! * CLASS * This is The Ultimate Dick War of All Times 2023! There is ONE rule. You can not cock someone who has already cocked you !! Try to cock as many as possible before they cock you. I've slapped you in the face already, so you can not cock me. Good luck! 
/    イ              (((ヽ
(    ノ                 ￣Y  \
|   ( \      (.       /)     |     )
ヽ   ヽ `  ( ͡° ͜ʖ ͡°)  ノ    /
     ＼   |   ⌒Ｙ⌒   /  /
         | ヽ     |      ﾉ ／
         ＼トー仝ーイ
              | ミ土彡/
            ) \      °   /
           (     \      /     )
                  <:happyfiyopi:962129772559884308><:happyfiyopi:962129772559884308>======<:happyfiyopi:962129772559884308> 
       /  /     /      \ \   \ 
       ( (    ).           ) ).  )
      (      ).            ( |    | 
       |    /                \    |",2023-05-04T10:31:51.716000+00:00,1103630064014336061
notonft,and with that....,2023-05-04T10:30:57.567000+00:00,1103629836896964699
notonft,Welcome <@594122767834677249> back to Turtles after 1 year <@&891618254320205855>,2023-05-04T10:30:51.226000+00:00,1103629810300878898
notonft,gm bud,2023-05-04T10:29:25.937000+00:00,1103629452572897330
notonft,Welcome <@594122767834677249> back to Turtles after 1 year,2023-05-04T10:29:15.088000+00:00,1103629407068880996
notonft,What is guac? shitcoin szn is full tilt,2023-05-04T10:17:16.526000+00:00,1103626393201426473
notonft,he is lucky,2023-05-04T09:59:32.069000+00:00,1103621928545157120
notonft,Congratulations,2023-05-04T09:59:16.774000+00:00,1103621864393281587
notonft,Wow it looks great!,2023-05-04T09:59:13.490000+00:00,1103621850619195432
notonft,,2023-05-04T09:59:08.821000+00:00,1103621831035990097
notonft,I will share here the result,2023-05-04T09:59:01.768000+00:00,1103621801453563987
notonft,Wait we are letting the metadata update,2023-05-04T09:58:54.442000+00:00,1103621770726092880
notonft,I will do you a favor and reveal your Turtle for you right now ok?,2023-05-04T09:57:46.908000+00:00,1103621487467958342
notonft,You bought a Turtle NFT,2023-05-04T09:57:07.835000+00:00,1103621323583926352
notonft,"Why bud, there is a week of great engagement and growth/attention that comes from reveal time period. It would be stupid for a project of our brand reputation to just reveal immediately.",2023-05-04T09:54:50.367000+00:00,1103620747001344050
notonft,gm oger bud,2023-05-04T09:34:59.568000+00:00,1103615752428331058
notonft,gm. what is guac,2023-05-04T09:33:15.292000+00:00,1103615315063083020
notonft,Now you speaking her language,2023-05-04T01:31:11.913000+00:00,1103494001618849802
notonft,Today I propose turtle slot machine at Solcasino,2023-05-04T01:30:37.659000+00:00,1103493857947156551
notonft,I’m down,2023-05-04T01:29:38.134000+00:00,1103493608281227374
notonft,Let’s go full interpol criminal family,2023-05-04T01:29:36.274000+00:00,1103493600479813642
notonft,I often do!,2023-05-04T01:29:09.248000+00:00,1103493487124561990
notonft,Lfg,2023-05-04T01:29:01.409000+00:00,1103493454245400737
notonft,Fck,2023-05-04T01:28:41.506000+00:00,1103493370766168155
notonft,Ask around,2023-05-04T01:28:34.053000+00:00,1103493339506036747
notonft,There is nonstop flight Puerto Rico Austin now,2023-05-04T01:28:08.415000+00:00,1103493231972466839
notonft,3 more twitter followers until 30k,2023-05-04T01:23:23.191000+00:00,1103492035656306749
notonft,Problem is nobody exited,2023-05-04T01:22:26.311000+00:00,1103491797084286986
notonft,Wtf,2023-05-04T00:52:45.225000+00:00,1103484326668148899
notonft,Turtles owns the cia now,2023-05-04T00:52:31.072000+00:00,1103484267306176592
notonft,Bro purp just whales in too,2023-05-04T00:52:25.949000+00:00,1103484245818753046
notonft,These assholes are pricing you out shuri,2023-05-04T00:50:40.099000+00:00,1103483801851658280
notonft,Don’t forget Frank and demoncollector,2023-05-04T00:50:24.676000+00:00,1103483737162924126
notonft,Jake collecting all the Pokémon,2023-05-04T00:47:45.192000+00:00,1103483068238536724
notonft,Smh,2023-05-04T00:46:28.435000+00:00,1103482746296344586
notonft,Bud don’t lie you are a dog you hump pillows all day,2023-05-04T00:45:04.078000+00:00,1103482392477450351
notonft,Hi doggy,2023-05-04T00:42:29.853000+00:00,1103481745610907789
notonft,"Welcome to Turtles  <@250750122403561484> and with that, I welcome you with a SURPRISE! You have been slapped by a BIG COCK in the middle of your face! * CLASS * This is The Ultimate Dick War of All Times 2023! There is ONE rule. You can not cock someone who has already cocked you !! Try to cock as many as possible before they cock you. I've slapped you in the face already, so you can not cock me. Good luck! 
/    イ                 (((ヽ
(    ノ                 ￣Y  \
|   ( \      (.       /)     |     )
ヽ   ヽ `  ( ͡° ͜z ͡°)  ノ    /
     ＼   |   ⌒Ｙ⌒   /  /
         | ヽ     |      ﾉ ／
         ＼トー仝ーイ
              | ミ土彡/
            ) \      °   /
           (     \      /     )
                  <:happyfiyopi:962129772559884308><:happyfiyopi:962129772559884308>===========================================================<:happyfiyopi:962129772559884308> 
       /  /     /      \ \   \ 
       ( (    ).           ) ).  )
      (      ).            ( |    | 
       |    /                \    |",2023-05-04T00:38:31.434000+00:00,1103480745609138266
notonft,fcking jake,2023-05-04T00:13:41.159000+00:00,1103474494942748812
notonft,and kick us,2023-05-04T00:12:08.696000+00:00,1103474107124830278
notonft,disney is super litigious,2023-05-04T00:11:51.519000+00:00,1103474035079249930
notonft,https://tenor.com/view/decline-denied-no-nope-not-happening-gif-16014268,2023-05-04T00:09:51.266000+00:00,1103473530701611089
notonft,https://tenor.com/view/rejected-stamp-gif-12255531,2023-05-04T00:09:34.974000+00:00,1103473462368014377
notonft,Rrrrrrrrrrrrrrejected!,2023-05-04T00:09:26.816000+00:00,1103473428150898729
notonft,good point,2023-05-04T00:04:47.925000+00:00,1103472258397245440
notonft,i cant do that to him,2023-05-04T00:03:41.729000+00:00,1103471980751114240
notonft,Jake would buy,2023-05-04T00:03:36.927000+00:00,1103471960610050179
notonft,guess we have to do something good now,2023-05-04T00:03:20.643000+00:00,1103471892310016010
notonft,oh well,2023-05-04T00:03:15.106000+00:00,1103471869086138409
notonft,bro he scammed you this is rug,2023-05-04T00:03:12.482000+00:00,1103471858080292925
notonft,LFG,2023-05-04T00:01:01.392000+00:00,1103471308248973324
notonft,fuck,2023-05-03T23:47:43.157000+00:00,1103467960208740444
notonft,are,2023-05-03T23:47:41.608000+00:00,1103467953711755264
notonft,that turtles,2023-05-03T23:47:40.645000+00:00,1103467949672648785
notonft,I think word is getting out,2023-05-03T23:47:39.086000+00:00,1103467943133712404
notonft,i mean besides from here,2023-05-03T23:24:44.547000+00:00,1103462177899294881
notonft,are you guys weird buddies?,2023-05-03T23:24:38.331000+00:00,1103462151827492904
notonft,"will share some perspective before the deal launches bud, right now focused on the reveal",2023-05-03T23:00:57.063000+00:00,1103456190597447700
notonft,Earn to Earn,2023-05-03T22:42:53.774000+00:00,1103451646954049608
notonft,no shut up make him buy the black card,2023-05-03T22:42:45.828000+00:00,1103451613626109962
notonft,Sell him somethgin <@157916365393625088>,2023-05-03T22:42:32.447000+00:00,1103451557502144583
notonft,,2023-05-03T22:42:07.484000+00:00,1103451452799717477
notonft,ooo,2023-05-03T22:27:36.190000+00:00,1103447798327812216
notonft,its pretty impressive,2023-05-03T22:27:05.635000+00:00,1103447670170853386
notonft,rems still has like 7400 tokens in play at any given time,2023-05-03T22:27:02.617000+00:00,1103447657512439840
notonft,show them this turtle its Finance Bro trait,2023-05-03T22:24:15.952000+00:00,1103446958468780072
notonft,fck yes,2023-05-03T22:23:34.150000+00:00,1103446783138463844
notonft,hi jim,2023-05-03T22:21:55.189000+00:00,1103446368065962004
notonft,im on a call,2023-05-03T22:21:45.209000+00:00,1103446326206804048
notonft,I left,2023-05-03T22:21:43.849000+00:00,1103446320502554645
notonft,,2023-05-03T21:54:22.319000+00:00,1103439435426705529
notonft,,2023-05-03T21:53:55.515000+00:00,1103439323002572881
notonft,<@780287438924021771> is not timed out now if he can control himself,2023-05-03T21:53:02.911000+00:00,1103439102365405225
notonft,,2023-05-03T21:52:23.591000+00:00,1103438937445380116
notonft,is what i would have said there,2023-05-03T21:50:28.686000+00:00,1103438455498879046
notonft,and i aint talkin charts!,2023-05-03T21:50:21.466000+00:00,1103438425216004146
notonft,<a:kek:900024661969096744>,2023-05-03T21:50:12.242000+00:00,1103438386527735848
notonft,Im a TA guy,2023-05-03T21:50:09.405000+00:00,1103438374628511927
notonft,idk what thefck fomo frankie is,2023-05-03T21:49:13.455000+00:00,1103438139957182514
notonft,"guys i have a call with Octo, i cant talk more unless there is a reason in next 10 min",2023-05-03T21:49:08.112000+00:00,1103438117547032686
notonft,"Welcomeنورت  to Turtles  <@819876921814941726> and with that, I welcome you with a SURPRISE! You have been slapped by a BIG COCK in the middle of your face! * CLASS * This is The Ultimate Dick War of All Times 2023! There is ONE rule. You can not cock someone who has already cocked you !! Try to cock as many as possible before they cock you. I've slapped you in the face already, so you can not cock me. Good luck! 
/    イ              (((ヽ
(    ノ                 ￣Y  \
|   ( \      (.       /)     |     )
ヽ   ヽ `  ( ͡° ͜ʖ ͡°)  ノ    /
     ＼   |   ⌒Ｙ⌒   /  /
         | ヽ     |      ﾉ ／
         ＼トー仝ーイ
              | ミ土彡/
            ) \      °   /
           (     \      /     )
                  <:happyfiyopi:962129772559884308><:happyfiyopi:962129772559884308>=====================<:happyfiyopi:962129772559884308> 
       /  /     /      \ \   \ 
       ( (    ).           ) ).  )
      (      ).            ( |    | 
       |    /                \    |",2023-05-03T21:48:20.149000+00:00,1103437916375613490
notonft,that turt goes hard as a PFP,2023-05-03T21:48:00.112000+00:00,1103437832334360656
notonft,"this is his first W in a year, so I get it",2023-05-03T21:47:20.699000+00:00,1103437667024240751
notonft,Kikashi snorting too much adderrall again,2023-05-03T21:47:08.993000+00:00,1103437617925730355
notonft,I timed him out,2023-05-03T21:46:55.154000+00:00,1103437559880757380
notonft,what does it mean bud? bricked up? i am old person,2023-05-03T21:35:51.702000+00:00,1103434777161371719
notonft,"1,000 Fangs rushing to the market all at once",2023-05-03T21:35:24.179000+00:00,1103434661721555055
notonft,unlock staking,2023-05-03T21:34:56.601000+00:00,1103434546051043341
notonft,im going to jump out the window see ya,2023-05-03T21:21:05.007000+00:00,1103431058092994650
notonft,<a:kek:900024661969096744>,2023-05-03T21:20:59.881000+00:00,1103431036592996432
notonft,theres like 8 projects i think we are only 4 in,2023-05-03T21:20:57.001000+00:00,1103431024513400964
notonft,see how they look,2023-05-03T21:20:24.713000+00:00,1103430889087717426
notonft,try out some of the new ones,2023-05-03T21:20:20.012000+00:00,1103430869370290246
notonft,thats what we wanted to go for bud,2023-05-03T21:20:14.514000+00:00,1103430846309994537
notonft,you can see the eye color trait through the mask too,2023-05-03T21:09:53.422000+00:00,1103428241261338706
notonft,,2023-05-03T21:09:19.987000+00:00,1103428101024796743
notonft,"yes son, and just like last time im going to rug you again",2023-05-03T21:00:27.505000+00:00,1103425867633406063
notonft,its bc you are broken people,2023-05-03T20:59:18.459000+00:00,1103425578033491998
notonft,wtf u are talking about,2023-05-03T20:58:07.228000+00:00,1103425279269027940
notonft,bud you dont even have a bg on your pfp turtle <a:kek:900024661969096744>,2023-05-03T20:57:58.521000+00:00,1103425242749214790
notonft,very rare.,2023-05-03T20:57:41.933000+00:00,1103425173174095923
notonft,backgrounds are now super rare,2023-05-03T20:57:11.671000+00:00,1103425046246080562
notonft,youll be in albania right,2023-05-03T20:56:44.814000+00:00,1103424933599641772
notonft,best 3d glasses trait i ever seen,2023-05-03T20:55:41.209000+00:00,1103424666820939781
notonft,,2023-05-03T20:55:14.104000+00:00,1103424553134329926
notonft,then starlight did this,2023-05-03T20:55:10.471000+00:00,1103424537896419458
notonft,i never liked 3d glasses trait ever. hated it. wanted it removed.,2023-05-03T20:55:05.149000+00:00,1103424515574341632
notonft,better,2023-05-03T20:53:40.665000+00:00,1103424161222758461
notonft,we have solana aviators and vipers,2023-05-03T20:53:24.270000+00:00,1103424092457152552
notonft,please lower your expectations,2023-05-03T20:52:55.342000+00:00,1103423971124318411
notonft,https://tenor.com/view/dave-chappelle-cash-money-gif-14890541,2023-05-03T20:52:18.972000+00:00,1103423818577490091
notonft,gold on gold on gold on gold its grail fr,2023-05-03T20:51:38.529000+00:00,1103423648947245079
notonft,cause i saw him,2023-05-03T20:51:16.137000+00:00,1103423555028406324
notonft,one more,2023-05-03T20:51:14.436000+00:00,1103423547893874758
notonft,,2023-05-03T20:51:12.463000+00:00,1103423539618517164
notonft,"not sad, just bored",2023-05-03T20:50:43.363000+00:00,1103423417564286977
notonft,she's pretty,2023-05-03T20:50:16.029000+00:00,1103423302917177534
notonft,,2023-05-03T20:50:13.202000+00:00,1103423291059863563
notonft,lets look at woman,2023-05-03T20:49:16.700000+00:00,1103423054073307252
notonft,1 more today,2023-05-03T20:49:13.689000+00:00,1103423041444261988
notonft,,2023-05-03T20:48:37.849000+00:00,1103422891120406628
notonft,I think this Turtle is <@128345533440983040> wdyt,2023-05-03T20:45:45.301000+00:00,1103422167401644132
notonft,lets look at our own art,2023-05-03T20:43:52.098000+00:00,1103421692593832037
notonft,,2023-05-03T20:43:43.923000+00:00,1103421658305409064
notonft,and then found turtles,2023-05-03T20:43:32.505000+00:00,1103421610414850069
notonft,only good when Jeanne says it,2023-05-03T20:43:20.599000+00:00,1103421560477470812
notonft,no bc i have my brands and i will never change,2023-05-03T20:43:05.241000+00:00,1103421496061341797
notonft,dont fade beans advantages,2023-05-03T20:42:49.507000+00:00,1103421430068158515
notonft,dont make fun,2023-05-03T20:42:42.551000+00:00,1103421400892592278
notonft,irl products,2023-05-03T20:42:33.687000+00:00,1103421363714265129
notonft,beans advantages guys,2023-05-03T20:42:31.425000+00:00,1103421354226757702
notonft,to drink fcking coffee,2023-05-03T20:42:03.234000+00:00,1103421235985129552
notonft,i will not mint an nft,2023-05-03T20:41:59.755000+00:00,1103421221393137725
notonft,i love coffee,2023-05-03T20:41:56.409000+00:00,1103421207358996480
notonft,here,2023-05-03T19:09:07.987000+00:00,1103397851704332390
notonft,,2023-05-03T19:09:06.497000+00:00,1103397845454831709
notonft,the copy paste doesnt work well for it,2023-05-03T19:08:55.551000+00:00,1103397799543984198
notonft,"Welcome to Turtles <@583462740958380040>, and with that, I welcome you with a SURPRISE! You are so old your cock doesn't work and can't slap anyone. * CLASS * You have been awarded the Old Ass role, and there is only ONE rule. You are old AF. Try to not be so old to as many people as possible before they ban you. Good luck.",2023-05-03T18:59:44.142000+00:00,1103395486766993418
notonft,Give to Earn,2023-05-03T18:30:10.516000+00:00,1103388047640375356
notonft,It’s charity,2023-05-03T18:29:58.381000+00:00,1103387996742500424
notonft,Solcasino is nonprofit guys didn’t you know,2023-05-03T18:29:52.807000+00:00,1103387973363433572
notonft,He delete. Bud did I guess your neighborhood lol,2023-05-03T18:28:36.378000+00:00,1103387652796977302
notonft,I mean it’s what like Luton looks like. And Harry Potter,2023-05-03T18:28:02.146000+00:00,1103387509217574952
notonft,Wek is that your cottage,2023-05-03T18:27:27.679000+00:00,1103387364652499056
notonft,If you are going to come here and stir up hornets nest at least sweep some unrevealed turtles too <@396794531938304000> https://magiceden.io/marketplace/turtlesnft,2023-05-03T18:19:32.763000+00:00,1103385372710424586
notonft,License plate:   RUG GRR,2023-05-03T18:17:16.017000+00:00,1103384799156117554
notonft,Yes it’s phone,2023-05-03T18:16:38.909000+00:00,1103384643513876620
notonft,"Bud <@396794531938304000> we are trying to support Solana ecosystem and show we are friendly, trustworthy brand and project.",2023-05-03T18:15:45.902000+00:00,1103384421186424892
notonft,https://twitter.com/coindesk/status/1653810508506488836?s=46&t=kgj62atgqgaXDIEEyYZ_bQ wtf,2023-05-03T18:13:35.923000+00:00,1103383876014977114
notonft,,2023-05-03T17:14:33.702000+00:00,1103369018863267971
notonft,i dont ping her often either. too dangerous,2023-05-03T17:04:06.620000+00:00,1103366388690714794
notonft,she really appreciates your pings i know,2023-05-03T16:59:25.183000+00:00,1103365208258388089
notonft,"even people who sold at top, bought back in and got whacked",2023-05-03T16:33:09.527000+00:00,1103358599478136842
notonft,"bud, everyone nft play has been dogshit over 2 years",2023-05-03T16:32:58.059000+00:00,1103358551377858570
notonft,"i wonder, can Chatgpt have ""the talk"" with Griff? I think he's old enough what do u guys think",2023-05-03T16:26:36.102000+00:00,1103356949334073426
notonft,sck me,2023-05-03T16:26:07.854000+00:00,1103356830853365820
notonft,google it fcker,2023-05-03T16:26:03.040000+00:00,1103356810661990520
notonft,population collapse happens if you just maintain 2,2023-05-03T16:25:51.829000+00:00,1103356763639664690
notonft,you need more than that to impact replacement rate,2023-05-03T16:25:39.120000+00:00,1103356710334238790
notonft,know your value in life!,2023-05-03T16:11:42.824000+00:00,1103353202654580878
notonft,ironically no,2023-05-03T16:03:50.310000+00:00,1103351220787224626
notonft,bamboozled,2023-05-03T16:03:31.556000+00:00,1103351142127243324
notonft,there are only 10 I believe,2023-05-03T16:03:15.109000+00:00,1103351073143521360
notonft,yes,2023-05-03T16:03:09.142000+00:00,1103351048116129892
notonft,they will be distributed slowly over time,2023-05-03T16:02:42.925000+00:00,1103350938154057759
notonft,"Treasury listed the black card, nobody got those airdropped",2023-05-03T16:02:36.558000+00:00,1103350911448907938
notonft,"depends on what you want bud, if you want to augment your platform activity on app.turtles.vc or you want more Turtle NFTs to reveal and use",2023-05-03T16:01:08.847000+00:00,1103350543562313769
notonft,comparatively,2023-05-03T15:55:14.091000+00:00,1103349055607816192
notonft,Legendary bonus will be quite good odds,2023-05-03T15:55:05.345000+00:00,1103349018924421331
notonft,https://tenor.com/view/eyes-masked-gif-12462970,2023-05-03T15:52:49.311000+00:00,1103348448356487259
notonft,you guys are weird,2023-05-03T15:52:35.958000+00:00,1103348392349945857
notonft,"accidentally killing a CM could cause FUD, and we dont want that",2023-05-03T15:24:39.174000+00:00,1103341359408095363
notonft,at Turtles we think of everything dont worry,2023-05-03T15:24:24.071000+00:00,1103341296061534219
notonft,just little lightheaded,2023-05-03T15:24:03.204000+00:00,1103341208538988565
notonft,he should be fine,2023-05-03T15:23:50.714000+00:00,1103341156152131594
notonft,"The average human body contains 85,176 drops of blood",2023-05-03T15:23:48.795000+00:00,1103341148103245935
notonft,Yep that's it!,2023-05-03T15:23:08.493000+00:00,1103340979064414228
notonft,hi bud,2023-05-03T15:18:07.464000+00:00,1103339716457275453
notonft,This is wrong. You only need 1 drop of his blood per NFT.,2023-05-03T15:17:33.273000+00:00,1103339573049835580
notonft,because then you kill the piggies and make bacon,2023-05-03T15:12:15.371000+00:00,1103338239672209448
notonft,SUI is what you call to the piggies to come eat from the trough. i think the analogy works here,2023-05-03T15:12:06.880000+00:00,1103338204058370119
notonft,"Welcome to Turtles  <@547973511105216512>   and with that, I welcome you with a SURPRISE! You have been slapped by a BIG COCK in the middle of your face! * CLASS * This is The Ultimate Dick War of All Times 2023! There is ONE rule. You can not cock someone who has already cocked you !! Try to cock as many as possible before they cock you. I've slapped you in the face already, so you can not cock me. Good luck! 
/    イ              (((ヽ
(    ノ                 ￣Y  \
|   ( \      (.       /)     |     )
ヽ   ヽ `  ( ͡° ͜ʖ ͡°)  ノ    /
     ＼   |   ⌒Ｙ⌒   /  /
         | ヽ     |      ﾉ ／
         ＼トー仝ーイ
              | ミ土彡/
            ) \      °   /
           (     \      /     )
                  <:happyfiyopi:962129772559884308><:happyfiyopi:962129772559884308>=====================<:happyfiyopi:962129772559884308> 
       /  /     /      \ \   \ 
       ( (    ).           ) ).  )
      (      ).            ( |    | 
       |    /                \    |",2023-05-03T14:46:36.254000+00:00,1103331784147603476
notonft,THAT...,2023-05-03T14:46:24.794000+00:00,1103331736080883732
notonft,WITH,2023-05-03T14:46:22.598000+00:00,1103331726870192208
notonft,AND WITH THAT....,2023-05-03T14:46:16.370000+00:00,1103331700748079195
notonft,Guys please welcome <@547973511105216512> to Turtles <@&891618254320205855>,2023-05-03T14:45:58.251000+00:00,1103331624751464571
notonft,its a meme well done,2023-05-03T14:45:09.187000+00:00,1103331418962133044
notonft,now they come here asking for it,2023-05-03T14:45:04.275000+00:00,1103331398359732276
notonft,for the hut,2023-05-03T14:44:40.748000+00:00,1103331299680333844
notonft,but glad chads are working out,2023-05-03T14:44:38.249000+00:00,1103331289198760017
notonft,its joke bud i didnt buy any was too busy working on this project called Turtles NFT,2023-05-03T14:44:29.287000+00:00,1103331251609415712
notonft,probably 150-200 ?,2023-05-03T14:44:04.347000+00:00,1103331147003465879
notonft,idk bud,2023-05-03T14:43:53.380000+00:00,1103331101004546123
notonft,I swept Chads at 1.3 and somehow broke even lmao,2023-05-03T14:43:31.536000+00:00,1103331009384161291
notonft,just like every day bud,2023-05-03T14:43:13.893000+00:00,1103330935384059925
notonft,you guys remind me of this guy,2023-05-03T14:34:50.098000+00:00,1103328822314668172
notonft,this guy,2023-05-03T14:34:46.547000+00:00,1103328807420706826
notonft,,2023-05-03T14:34:44.763000+00:00,1103328799938056342
notonft,you guys remind me of someone,2023-05-03T14:34:16.019000+00:00,1103328679376977990
notonft,36 inches motherfcker,2023-05-03T14:31:44.910000+00:00,1103328045579903026
notonft,Pan doing Pan things,2023-05-03T14:29:50.925000+00:00,1103327567492153394
notonft,https://twitter.com/blockchainpan/status/1653768286427914240?s=20,2023-05-03T14:29:25.140000+00:00,1103327459342037085
notonft,Jeannemurtle,2023-05-03T14:27:35.313000+00:00,1103326998694215710
notonft,"its scam bud, ruggers",2023-05-03T14:21:04.319000+00:00,1103325358746509322
notonft,gm guys,2023-05-03T13:44:53.765000+00:00,1103316254783184997
notonft,"Welcome to Turtles  <@281110588078424065>  and with that, I welcome you with a SURPRISE! You have been slapped by a BIG COCK in the middle of your face! * CLASS * This is The Ultimate Dick War of All Times 2023! There is ONE rule. You can not cock someone who has already cocked you !! Try to cock as many as possible before they cock you. I've slapped you in the face already, so you can not cock me. Good luck! 
/    イ              (((ヽ
(    ノ                 ￣Y  \
|   ( \      (.       /)     |     )
ヽ   ヽ `  ( ͡° ͜ʖ ͡°)  ノ    /
     ＼   |   ⌒Ｙ⌒   /  /
         | ヽ     |      ﾉ ／
         ＼トー仝ーイ
              | ミ土彡/
            ) \      °   /
           (     \      /     )
                  <:happyfiyopi:962129772559884308><:happyfiyopi:962129772559884308>=====================<:happyfiyopi:962129772559884308> 
       /  /     /      \ \   \ 
       ( (    ).           ) ).  )
      (      ).            ( |    | 
       |    /                \    |",2023-05-03T13:37:51.310000+00:00,1103314482878484600
notonft,"Welcome to Turtles <@475687540863533078> and with that, I welcome you with a SURPRISE! You have been slapped by a BIG COCK in the middle of your face! * CLASS * This is The Ultimate Dick War of All Times 2023! There is ONE rule. You can not cock someone who has already cocked you !! Try to cock as many as possible before they cock you. I've slapped you in the face already, so you can not cock me. Good luck! 
/    イ              (((ヽ
(    ノ                 ￣Y  \
|   ( \      (.       /)     |     )
ヽ   ヽ `  ( ͡° ͜ʖ ͡°)  ノ    /
     ＼   |   ⌒Ｙ⌒   /  /
         | ヽ     |      ﾉ ／
         ＼トー仝ーイ
              | ミ土彡/
            ) \      °   /
           (     \      /     )
                  <:happyfiyopi:962129772559884308><:happyfiyopi:962129772559884308>=======================<:happyfiyopi:962129772559884308> 
       /  /     /      \ \   \ 
       ( (    ).           ) ).  )
      (      ).            ( |    | 
       |    /                \    |",2023-05-03T05:20:07.112000+00:00,1103189223353368626
notonft,app.turtles.vc,2023-05-03T05:03:20.912000+00:00,1103185003044675714
notonft,Sadly it sold out bud,2023-05-03T05:01:03.006000+00:00,1103184424624984115
notonft,Thanks bud. We are long casino <a:kek:900024661969096744>,2023-05-03T04:55:14.952000+00:00,1103182964780711968
notonft,,2023-05-03T03:29:00.619000+00:00,1103161262055112735
notonft,i was just so hyped when i saw it i put it for my pfp and never looked back <a:kek:900024661969096744>,2023-05-03T03:27:16.550000+00:00,1103160825558089738
notonft,my pfp now is just one of the early new arts its not necessarily a real one from the final generative collection,2023-05-03T03:26:09.678000+00:00,1103160545076588564
notonft,<#883932370774941706> talked about it couple of days ago. https://discord.com/channels/702427181736787989/883932370774941706/1102283468479660165,2023-05-03T03:26:07.666000+00:00,1103160536637636618
notonft,im hyped to have a real pfp not this fake one,2023-05-03T03:21:59.268000+00:00,1103159494780919818
notonft,"we wont do airdrop of terrapin express again, but we will make other NFTs for the marketplace like Terrapin. Each will have a different effect on your activities, and only 3 can be used at any one time in combination",2023-05-03T03:20:50.527000+00:00,1103159206460268576
notonft,wtf,2023-05-03T03:12:53.162000+00:00,1103157204246331402
notonft,it was airdropped to those staking turtles nfts,2023-05-03T03:08:48.005000+00:00,1103156175983345664
notonft,Mostly not about coins bud nobody else has people who can even understand lol,2023-05-03T02:25:53.459000+00:00,1103145377554772070
notonft,Will go down in rug history,2023-05-03T02:24:29.085000+00:00,1103145023664558171
notonft,The jugs rug is amazing,2023-05-03T02:24:21.087000+00:00,1103144990118526996
notonft,But does it taste like Griff? Only you can tell us.,2023-05-03T01:25:21.444000+00:00,1103130143779729410
notonft,dont listen her,2023-05-02T23:07:34.280000+00:00,1103095468780699748
notonft,we go to moon,2023-05-02T23:06:41.273000+00:00,1103095246453219400
notonft,what are you trying to do,2023-05-02T23:06:04.451000+00:00,1103095092010553374
notonft,can confirm good,2023-05-02T22:58:47.845000+00:00,1103093260752277576
notonft,did you cry?,2023-05-02T22:49:18.995000+00:00,1103090874822439085
notonft,i just did,2023-05-02T22:39:51.112000+00:00,1103088492948488222
notonft,twitter will figure it out soon enough,2023-05-02T22:37:17.450000+00:00,1103087848443351141
notonft,thats just funny,2023-05-02T22:36:54.397000+00:00,1103087751752069140
notonft,why wallet with trtl though,2023-05-02T22:36:49.589000+00:00,1103087731585843312
notonft,someone saying something to us,2023-05-02T22:36:01.544000+00:00,1103087530070519899
notonft,the wallet our holders got from started trtl,2023-05-02T22:35:54.605000+00:00,1103087500966244412
notonft,someone airdropped over 6000 sol to random wallets today,2023-05-02T22:35:33.528000+00:00,1103087412562894848
